****************************** TOP CPU REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*TIME  PID PR CPU% S  #THR     VSS     RSS PCY UID      Name
17:04:58    3372  1  25% S   112 810860K 260284K  fg system   com.bestv.ott
17:05:03    3372  1  16% R   114 820540K 263580K  fg system   com.bestv.ott
17:05:07    3372  1  19% S   116 826620K 271940K  fg system   com.bestv.ott
17:05:11    3372  1   8% S   116 828616K 274856K  fg system   com.bestv.ott
17:05:16    3372  1   9% S   116 801596K 253972K  fg system   com.bestv.ott
17:05:20    3372  0   9% S   116 800988K 253676K  fg system   com.bestv.ott
17:05:24    3372  0  22% R   114 809448K 253588K  fg system   com.bestv.ott
17:05:29    3372  0  22% S   117 801496K 243532K  fg system   com.bestv.ott
17:05:33    3372  0  16% R   117 805992K 248164K  fg system   com.bestv.ott
17:05:37    3372  0  21% S   117 811296K 247360K  fg system   com.bestv.ott
17:05:42    3372  1  16% S   117 803536K 240888K  fg system   com.bestv.ott
17:05:46    3372  0  13% S   117 807688K 245012K  fg system   com.bestv.ott
17:05:50    3372  1  10% S   117 810740K 249376K  fg system   com.bestv.ott
17:05:55    3372  0   7% R   117 811552K 250168K  fg system   com.bestv.ott
17:05:59    3372  0   9% R   117 811744K 251300K  fg system   com.bestv.ott
17:06:03    3372  0  13% S   116 812316K 253636K  fg system   com.bestv.ott
17:06:08    3372  1  16% S   108 792188K 237268K  fg system   com.bestv.ott
17:06:13    3372  0  21% S   108 794384K 239408K  fg system   com.bestv.ott
17:06:17    3372  1  20% S   108 790104K 238312K  fg system   com.bestv.ott
17:06:21    3372  1  20% S   108 794464K 243036K  fg system   com.bestv.ott
17:06:26    3372  1  13% S   107 795492K 240192K  fg system   com.bestv.ott
17:06:30    3372  0  19% S   107 789064K 236444K  fg system   com.bestv.ott
17:06:34    3372  0  12% S   107 793328K 241116K  fg system   com.bestv.ott
17:06:38    3372  1  14% R   107 799108K 247192K  fg system   com.bestv.ott
17:06:43    3372  1  14% S   107 799464K 248276K  fg system   com.bestv.ott
17:06:47    3372  1  12% R   106 800760K 247300K  fg system   com.bestv.ott
17:06:51    3372  0  21% S   105 800768K 251528K  fg system   com.bestv.ott
17:06:56    3372  0  20% S   105 798396K 251236K  fg system   com.bestv.ott
17:07:00    3372  0   6% R   105 830624K 259616K  fg system   com.bestv.ott
17:07:04    3372  0   8% R   105 798160K 260008K  fg system   com.bestv.ott
17:07:08    3372  1  34% S   105 832864K 261072K  fg system   com.bestv.ott
17:07:13    3372  1  36% R   110 808972K 265952K  fg system   com.bestv.ott
17:07:17    3372  1  21% S   114 788168K 263780K  fg system   com.bestv.ott
17:07:21    3372  0  11% S   115 808524K 254416K  fg system   com.bestv.ott
17:07:26    3372  0  17% S   115 799532K 242688K  fg system   com.bestv.ott
17:07:30    3372  0  25% R   113 835436K 269128K  fg system   com.bestv.ott
17:07:35    3372  0  40% R   114 802332K 258300K  fg system   com.bestv.ott
17:07:39    3372  1  33% S   116 809740K 257412K  fg system   com.bestv.ott
17:07:43    3372  1  24% R   114 800704K 244376K  fg system   com.bestv.ott
17:07:48    3372  0  16% S   114 799540K 244028K  fg system   com.bestv.ott
17:07:52    3372  1  18% S   114 800020K 244832K  fg system   com.bestv.ott
17:07:56    3372  1  24% R   114 800152K 245228K  fg system   com.bestv.ott
17:08:00    3372  1  36% S   117 791644K 265148K  fg system   com.bestv.ott
17:08:05    3372  1  23% R   118 819740K 275964K  fg system   com.bestv.ott
17:08:09    3372  0  25% R   114 811924K 280588K  fg system   com.bestv.ott
17:08:14    3372  0  27% R   114 816540K 281436K  fg system   com.bestv.ott
17:08:18    3372  0  23% R   115 778092K 257612K  fg system   com.bestv.ott
17:08:22    3372  0  17% S   116 805288K 259980K  fg system   com.bestv.ott
17:08:27    3372  1  22% S   116 812028K 261012K  fg system   com.bestv.ott
17:08:31    3372  0  21% R   116 813768K 256436K  fg system   com.bestv.ott
17:08:35    3372  1  30% S   113 805752K 244176K  fg system   com.bestv.ott
17:08:40    3372  0  11% S   110 828828K 252928K  fg system   com.bestv.ott
17:08:44    3372  0   7% S   110 836952K 257380K  fg system   com.bestv.ott
17:08:48    3372  1  34% R   116 841276K 259768K  fg system   com.bestv.ott
17:08:53    3372  1   9% S   116 835136K 259768K  fg system   com.bestv.ott
17:08:57    3372  1   7% S   116 835104K 259796K  fg system   com.bestv.ott
17:09:01    3372  0  19% R   117 806724K 250976K  fg system   com.bestv.ott
17:09:05    3372  1  25% R   119 809884K 256364K  fg system   com.bestv.ott
17:09:10    3372  1  17% R   119 819816K 263944K  fg system   com.bestv.ott
17:09:14    3372  0  12% S   119 820872K 270464K  fg system   com.bestv.ott
17:09:18    3372  0   8% S   119 824772K 270184K  fg system   com.bestv.ott
17:09:23    3372  0   9% S   119 828672K 274668K  fg system   com.bestv.ott
17:09:27    3372  0   8% S   119 832052K 278488K  fg system   com.bestv.ott
17:09:31    3372  1  10% S   119 835692K 283028K  fg system   com.bestv.ott
17:09:36    3372  0  12% R   117 836960K 287740K  fg system   com.bestv.ott
17:09:40    3372  0  29% R   117 863836K 302420K  fg system   com.bestv.ott
17:09:44    3372  0  15% R   118 836584K 293540K  fg system   com.bestv.ott
17:09:49    3372  0  25% S   118 836584K 293540K  fg system   com.bestv.ott
17:09:53    3372  1  17% S   117 803528K 293588K  fg system   com.bestv.ott
17:09:57    3372  1   3% S   117 795700K 273952K  bg system   com.bestv.ott
17:10:02    3372  1   5% S   108 786340K 273880K  bg system   com.bestv.ott
17:10:06    3372  1   8% S   108 786340K 268676K  bg system   com.bestv.ott
17:10:10    3372  1   6% S   108 786340K 255608K  bg system   com.bestv.ott
17:10:14    3372  0   5% S   106 784260K 256000K  fg system   com.bestv.ott
17:10:19    3372  0  12% S   106 834820K 283032K  fg system   com.bestv.ott
17:10:23    3372  1   8% R   106 851120K 283464K  fg system   com.bestv.ott
17:10:27    3372  0   6% S   106 849208K 275080K  fg system   com.bestv.ott
17:10:31    3372  1  30% R   111 813992K 259476K  fg system   com.bestv.ott
17:10:36    3372  1  20% R   111 810440K 259196K  fg system   com.bestv.ott
17:10:40    3372  0  27% S   112 813348K 268180K  fg system   com.bestv.ott
17:10:44    3372  1  17% S   117 848876K 271976K  fg system   com.bestv.ott
17:10:49    3372  0  11% S   118 794276K 272568K  fg system   com.bestv.ott
17:10:53    3372  0  22% S   122 857460K 275604K  fg system   com.bestv.ott
17:10:57    3372  1  24% S   122 856740K 277100K  fg system   com.bestv.ott
17:11:01    3372  1   7% S   122 854260K 271332K  fg system   com.bestv.ott
17:11:06    3372  1   7% S   122 854740K 272192K  fg system   com.bestv.ott
17:11:10    3372  1  33% R   122 822628K 272704K  fg system   com.bestv.ott
17:11:14    3372  0  23% S   122 821856K 257408K  fg system   com.bestv.ott
17:11:19    3372  0  27% S   122 823016K 267808K  fg system   com.bestv.ott
17:11:23    3372  0  11% S   122 854600K 269564K  fg system   com.bestv.ott
17:11:27    3372  1   5% S   122 854600K 269996K  fg system   com.bestv.ott
17:11:31    3372  1  11% S   122 854824K 270812K  fg system   com.bestv.ott
17:11:36    3372  1  31% R   124 825056K 265716K  fg system   com.bestv.ott
17:11:40    3372  0  31% R   124 825216K 260640K  fg system   com.bestv.ott
17:11:44    3372  0  24% R   124 825188K 270416K  fg system   com.bestv.ott
17:11:48    3372  1  29% S   125 827952K 262740K  fg system   com.bestv.ott
17:11:53    3372  1  13% S   126 840088K 271452K  fg system   com.bestv.ott
17:11:57    3372  0  13% S   126 838940K 272768K  fg system   com.bestv.ott
17:12:01    3372  0  20% R   125 813952K 280660K  fg system   com.bestv.ott
17:12:06    3372  0  12% S   126 810576K 243656K  fg system   com.bestv.ott
17:12:10    3372  0  30% S   124 816852K 262924K  fg system   com.bestv.ott
17:12:14    3372  0  14% S   126 810376K 256024K  fg system   com.bestv.ott
17:12:19    3372  1   8% S   126 813740K 259944K  fg system   com.bestv.ott
17:12:23    3372  0  11% S   126 818580K 265644K  fg system   com.bestv.ott
17:12:27    3372  0  21% S   125 801744K 279520K  fg system   com.bestv.ott
17:12:32    3372  1  17% S   124 849484K 279844K  fg system   com.bestv.ott
17:12:36    3372  1  22% S   118 816180K 276816K  fg system   com.bestv.ott
17:12:40    3372  1  27% R   118 816152K 276692K  fg system   com.bestv.ott
17:12:45    3372  0  26% R   118 815908K 276968K  fg system   com.bestv.ott
17:12:49    3372  0  27% S   118 804292K 262988K  fg system   com.bestv.ott
17:12:53    3372  0  27% R   117 808360K 265764K  fg system   com.bestv.ott
17:12:57    3372  1  27% R   117 845336K 286948K  fg system   com.bestv.ott
17:13:02    3372  0  14% R   117 842024K 284720K  fg system   com.bestv.ott
17:13:06    3372  0  10% R   117 841928K 287056K  fg system   com.bestv.ott
17:13:10    3372  1  19% S   113 780432K 272036K  fg system   com.bestv.ott
17:13:15    3372  0  22% R   113 806020K 272240K  fg system   com.bestv.ott
17:13:19    3372  0  31% S   114 783592K 270176K  fg system   com.bestv.ott
17:13:23    3372  0  28% S   113 809088K 271024K  fg system   com.bestv.ott
17:13:28    3372  0  24% S   115 784944K 271964K  fg system   com.bestv.ott
17:13:32    3372  0  29% R   115 807608K 256520K  fg system   com.bestv.ott
17:13:36    3372  0  27% R   115 808056K 256888K  fg system   com.bestv.ott
17:13:40    3372  1  14% S   115 824200K 261112K  fg system   com.bestv.ott
17:13:45    3372  1  11% S   115 822856K 261132K  fg system   com.bestv.ott
17:13:49    3372  0  18% R   115 840444K 275620K  fg system   com.bestv.ott
17:13:53    3372  1   8% R   115 839868K 268864K  fg system   com.bestv.ott
17:13:58    3372  1   9% R   115 807176K 265112K  fg system   com.bestv.ott
17:14:02    3372  0  26% S   117 809024K 256020K  fg system   com.bestv.ott
17:14:06    3372  0  22% S   117 802396K 251668K  fg system   com.bestv.ott
17:14:10    3372  0  30% R   115 813984K 263352K  fg system   com.bestv.ott
17:14:15    3372  1  26% R   115 809084K 262540K  fg system   com.bestv.ott
17:14:19    3372  1  29% S   115 847708K 280528K  fg system   com.bestv.ott
17:14:23    3372  1  20% R   116 808868K 241804K  fg system   com.bestv.ott
17:14:28    3372  1  26% R   111 803848K 242392K  fg system   com.bestv.ott
17:14:32    3372  1   8% R   111 798080K 244132K  fg system   com.bestv.ott
17:14:36    3372  1  12% R   110 772872K 252964K  fg system   com.bestv.ott
17:14:41    3372  1  19% S   110 829868K 256452K  fg system   com.bestv.ott
17:14:45    3372  0   6% S   110 829676K 256632K  fg system   com.bestv.ott
17:14:49    3372  0  21% S   111 805368K 261256K  fg system   com.bestv.ott
17:14:53    3372  0  24% S   111 802384K 257240K  fg system   com.bestv.ott
17:14:58    3372  0   5% S   111 790144K 250396K  fg system   com.bestv.ott
17:15:02    3372  1  30% R   112 809052K 281408K  fg system   com.bestv.ott
17:15:06    3372  1  24% S   113 823628K 281292K  fg system   com.bestv.ott
17:15:11    3372  1  14% S   109 804852K 264484K  fg system   com.bestv.ott
17:15:15    3372  1  22% S   106 805460K 271348K  fg system   com.bestv.ott
17:15:19    3372  0  12% R   106 769620K 265220K  fg system   com.bestv.ott
17:15:23    3372  1  29% R   108 799952K 256412K  fg system   com.bestv.ott
17:15:28    3372  0  14% S   109 800992K 251236K  fg system   com.bestv.ott
17:15:32    3372  1  17% R   106 776472K 255736K  fg system   com.bestv.ott
17:15:36    3372  1  16% R   106 800532K 267324K  fg system   com.bestv.ott
17:15:41    3372  0  19% S   108 802112K 250176K  fg system   com.bestv.ott
17:15:45    3372  0   9% S   108 802540K 245228K  fg system   com.bestv.ott
17:15:49    3372  0   8% S   108 802316K 245496K  fg system   com.bestv.ott
17:15:54    3372  1  28% S   108 833872K 266252K  fg system   com.bestv.ott
17:15:58    3372  0   5% S   108 833520K 262452K  fg system   com.bestv.ott
17:16:02    3372  0  16% S   108 834000K 264252K  fg system   com.bestv.ott
17:16:07    3372  1  34% R   130 825320K 259608K  fg system   com.bestv.ott
17:16:11    3372  0  20% S   132 829216K 260000K  fg system   com.bestv.ott
17:16:15    3372  0  18% S   132 832188K 256912K  fg system   com.bestv.ott
17:16:20    3372  0  15% R   131 837296K 256832K  fg system   com.bestv.ott
17:16:24    3372  1  22% S   130 804200K 264696K  fg system   com.bestv.ott
****************************** TOP CPU REPORT: END
